Id,PostId,Score,CreationDate,UserId,ContentLicense
2584,2973,3,2016-07-28T10:47:44.490,1502,CC BY-SA 3.0
2585,2972,2,2016-07-28T18:50:08.920,1123,CC BY-SA 3.0
2586,2901,2,2016-07-28T21:48:31.000,2908,CC BY-SA 3.0
2587,2901,0,2016-07-29T11:22:44.907,1848,CC BY-SA 3.0
2588,2970,0,2016-07-30T16:44:37.563,2855,CC BY-SA 3.0
2589,2977,0,2016-07-31T22:37:07.570,2935,CC BY-SA 3.0
2590,2973,0,2016-08-01T05:49:58.897,271,CC BY-SA 3.0
2591,2978,1,2016-08-02T12:49:32.983,2761,CC BY-SA 3.0
2592,2985,2,2016-08-05T00:39:31.727,2828,CC BY-SA 3.0
2593,2827,0,2016-08-05T18:38:47.180,825,CC BY-SA 3.0
2594,2983,1,2016-08-06T01:11:27.557,56,CC BY-SA 3.0
2595,2985,0,2016-08-06T17:39:29.360,1848,CC BY-SA 3.0
2596,2990,0,2016-08-07T21:25:52.267,589,CC BY-SA 3.0
2598,2997,0,2016-08-09T19:01:00.420,825,CC BY-SA 3.0
2599,3002,0,2016-08-10T18:16:22.067,2997,CC BY-SA 3.0
2600,3002,0,2016-08-11T02:35:43.783,2977,CC BY-SA 3.0
2601,3002,0,2016-08-11T06:20:37.920,2997,CC BY-SA 3.0
2602,3002,0,2016-08-11T06:30:17.657,1848,CC BY-SA 3.0
2603,2997,0,2016-08-11T12:26:06.093,25,CC BY-SA 3.0
2604,2997,0,2016-08-11T14:32:34.277,2977,CC BY-SA 3.0
2605,258,0,2016-08-11T19:48:29.043,3004,CC BY-SA 3.0
2606,2918,0,2016-08-11T19:50:43.450,3004,CC BY-SA 3.0
2607,3003,1,2016-08-11T21:25:11.193,1848,CC BY-SA 3.0
2608,2477,0,2016-08-12T16:48:05.733,3004,CC BY-SA 3.0
2609,2756,0,2016-08-12T16:52:39.513,3004,CC BY-SA 3.0
2610,2355,0,2016-08-12T16:54:24.107,3004,CC BY-SA 3.0
2611,2756,0,2016-08-12T17:24:20.583,76,CC BY-SA 3.0
2612,2142,0,2016-08-13T13:38:18.113,1848,CC BY-SA 3.0
2614,1540,0,2016-08-15T17:11:11.343,3011,CC BY-SA 3.0
2617,3012,0,2016-08-16T05:57:17.530,2556,CC BY-SA 3.0
2618,3013,0,2016-08-16T19:37:25.040,1848,CC BY-SA 3.0
2620,3012,0,2016-08-17T14:30:20.930,3012,CC BY-SA 3.0
2621,3004,1,2016-08-17T14:43:23.810,2985,CC BY-SA 3.0
2622,3012,0,2016-08-17T14:51:08.833,2556,CC BY-SA 3.0
2623,3016,0,2016-08-17T15:05:58.830,3023,CC BY-SA 3.0
2624,2998,0,2016-08-17T15:59:58.970,3024,CC BY-SA 3.0
2625,3016,0,2016-08-17T18:25:27.013,3004,CC BY-SA 3.0
2626,2976,1,2016-08-17T18:29:13.237,3004,CC BY-SA 3.0
2630,1534,0,2016-08-19T04:02:43.013,2702,CC BY-SA 3.0
2633,3027,0,2016-08-22T00:59:30.843,1848,CC BY-SA 3.0
2634,2986,3,2016-08-22T06:39:21.057,2148,CC BY-SA 3.0
2635,3025,0,2016-08-22T08:01:46.693,282,CC BY-SA 3.0
2638,3020,3,2016-08-22T16:01:32.220,3004,CC BY-SA 3.0
2639,3026,2,2016-08-25T14:04:24.090,3060,CC BY-SA 3.0
2640,498,0,2016-08-25T14:11:18.720,3060,CC BY-SA 3.0
2642,2564,0,2016-08-25T21:03:16.627,3038,CC BY-SA 3.0
2644,3016,0,2016-08-26T02:51:47.747,262,CC BY-SA 3.0
2645,3016,0,2016-08-26T02:52:44.030,262,CC BY-SA 3.0
2646,3026,1,2016-08-26T03:05:40.600,262,CC BY-SA 3.0
2647,3020,3,2016-08-26T03:19:05.707,262,CC BY-SA 3.0
2648,3016,0,2016-08-26T07:26:09.087,3023,CC BY-SA 3.0
2649,2990,0,2016-08-26T17:58:45.580,141,CC BY-SA 3.0
2650,3041,1,2016-08-26T23:16:25.153,2828,CC BY-SA 3.0
2651,3041,1,2016-08-26T23:56:10.060,271,CC BY-SA 3.0
2652,3041,1,2016-08-27T03:09:34.000,2751,CC BY-SA 3.0
2653,3041,0,2016-08-28T20:37:43.867,1848,CC BY-SA 3.0
2656,3056,1,2016-09-01T15:42:33.550,1118,CC BY-SA 3.0
2657,3056,0,2016-09-01T16:20:00.737,1848,CC BY-SA 3.0
2658,3055,0,2016-09-02T11:35:08.797,3038,CC BY-SA 3.0
2659,3058,0,2016-09-03T09:24:02.460,1118,CC BY-SA 3.0
2660,3058,0,2016-09-03T19:25:29.697,3091,CC BY-SA 3.0
2661,3058,0,2016-09-03T19:29:30.317,1118,CC BY-SA 3.0
2662,3061,0,2016-09-04T15:53:32.460,3112,CC BY-SA 3.0
2663,3061,0,2016-09-04T20:23:16.073,2828,CC BY-SA 3.0
2664,3042,4,2016-09-05T13:58:14.603,1068,CC BY-SA 3.0
2665,3060,0,2016-09-06T19:29:01.157,1757,CC BY-SA 3.0
2667,3066,0,2016-09-07T13:22:48.733,141,CC BY-SA 3.0
2668,3060,0,2016-09-07T18:03:51.843,3004,CC BY-SA 3.0
2669,2738,0,2016-09-07T18:13:14.433,3004,CC BY-SA 3.0
2670,2738,0,2016-09-07T18:13:18.687,3004,CC BY-SA 3.0
2671,186,0,2016-09-07T18:21:20.673,3004,CC BY-SA 3.0
2672,186,0,2016-09-07T18:25:11.910,3004,CC BY-SA 3.0
2673,3069,0,2016-09-07T18:26:27.917,141,CC BY-SA 3.0
2674,186,0,2016-09-07T18:27:06.887,76,CC BY-SA 3.0
2675,2533,0,2016-09-07T18:28:01.730,3004,CC BY-SA 3.0
2676,3069,0,2016-09-07T18:32:18.213,3004,CC BY-SA 3.0
2677,2388,0,2016-09-07T18:53:51.567,3004,CC BY-SA 3.0
2678,186,1,2016-09-07T20:17:26.623,458,CC BY-SA 3.0
2679,186,0,2016-09-07T20:19:50.227,3004,CC BY-SA 3.0
2680,3079,1,2016-09-10T06:04:52.850,1848,CC BY-SA 3.0
2681,3049,1,2016-09-11T01:40:29.567,3155,CC BY-SA 3.0
2682,3013,0,2016-09-11T01:51:52.633,3155,CC BY-SA 3.0
2683,72,1,2016-09-11T02:15:28.640,3155,CC BY-SA 3.0
2684,3049,1,2016-09-11T03:07:57.253,2827,CC BY-SA 3.0
2685,3072,2,2016-09-11T19:38:10.960,3136,CC BY-SA 3.0
2686,228,0,2016-09-12T13:39:43.043,3004,CC BY-SA 3.0
2687,41,0,2016-09-12T17:23:50.177,3165,CC BY-SA 3.0
2688,3083,1,2016-09-13T19:34:07.267,1757,CC BY-SA 3.0
2689,2056,0,2016-09-13T21:24:38.397,3004,CC BY-SA 3.0
2692,3021,0,2016-09-15T17:34:55.813,3027,CC BY-SA 3.0
2693,3039,1,2016-09-15T17:39:09.080,3027,CC BY-SA 3.0
2694,3088,0,2016-09-19T14:17:13.080,1118,CC BY-SA 3.0
2710,3099,0,2016-09-23T14:23:25.630,3027,CC BY-SA 3.0
2711,3098,0,2016-09-23T15:29:12.497,3154,CC BY-SA 3.0
2712,3098,0,2016-09-23T16:15:01.103,3211,CC BY-SA 3.0
2713,3103,0,2016-09-26T18:29:26.810,3154,CC BY-SA 3.0
2714,3103,0,2016-09-26T18:34:52.467,1848,CC BY-SA 3.0
2715,3103,0,2016-09-26T18:40:09.107,3154,CC BY-SA 3.0
2716,3086,0,2016-09-26T19:55:45.547,825,CC BY-SA 3.0
2717,3109,2,2016-09-27T06:30:45.457,1118,CC BY-SA 3.0
2718,3105,0,2016-09-27T06:32:25.573,1118,CC BY-SA 3.0
2719,3109,0,2016-09-27T06:32:53.240,3223,CC BY-SA 3.0
2720,3109,0,2016-09-27T06:35:11.647,1118,CC BY-SA 3.0
2721,3109,2,2016-09-27T06:36:36.680,1118,CC BY-SA 3.0
2722,3109,0,2016-09-27T06:38:36.393,3223,CC BY-SA 3.0
2723,3109,2,2016-09-27T06:48:41.423,1118,CC BY-SA 3.0
2724,3111,0,2016-09-27T10:00:33.023,1848,CC BY-SA 3.0
2725,3114,1,2016-09-28T06:33:03.997,,CC BY-SA 3.0
2726,3086,0,2016-09-28T10:45:48.423,1922,CC BY-SA 3.0
2727,3109,0,2016-09-28T17:48:41.163,1848,CC BY-SA 3.0
2728,3114,2,2016-09-29T00:44:40.040,2851,CC BY-SA 3.0
2729,3115,0,2016-09-29T15:55:23.063,230,CC BY-SA 3.0
2730,3115,0,2016-10-01T05:48:06.523,3241,CC BY-SA 3.0
2731,3115,0,2016-10-01T14:43:10.147,1118,CC BY-SA 3.0
2732,3116,1,2016-10-02T09:22:43.377,3241,CC BY-SA 3.0
2733,3116,1,2016-10-02T16:31:25.310,1848,CC BY-SA 3.0
2734,3127,3,2016-10-03T19:17:39.953,2094,CC BY-SA 3.0
2737,3086,0,2016-10-03T20:03:10.347,825,CC BY-SA 3.0
2738,2379,0,2016-10-03T20:58:43.497,1848,CC BY-SA 3.0
2741,3126,1,2016-10-05T14:50:03.653,825,CC BY-SA 3.0
2742,3126,0,2016-10-06T02:49:38.263,709,CC BY-SA 3.0
2743,3126,1,2016-10-07T03:43:03.827,2851,CC BY-SA 3.0
2744,2334,1,2016-10-08T00:22:26.213,2908,CC BY-SA 3.0
2745,3126,0,2016-10-08T15:29:33.293,709,CC BY-SA 3.0
2746,3126,1,2016-10-09T09:07:36.833,2851,CC BY-SA 3.0
2747,3126,0,2016-10-10T12:21:19.627,709,CC BY-SA 3.0
2748,3135,1,2016-10-11T21:30:15.107,3226,CC BY-SA 3.0
2749,2766,1,2016-10-12T08:05:15.710,3289,CC BY-SA 3.0
2750,3101,0,2016-10-12T10:07:44.240,755,CC BY-SA 3.0
2751,3101,0,2016-10-12T10:15:53.677,755,CC BY-SA 3.0
2752,3136,0,2016-10-12T11:41:26.307,141,CC BY-SA 3.0
2753,3101,0,2016-10-13T18:34:13.863,1848,CC BY-SA 3.0
2754,3101,0,2016-10-13T18:40:59.843,1848,CC BY-SA 3.0
2755,3101,0,2016-10-13T18:46:47.977,1848,CC BY-SA 3.0
2756,1875,0,2016-10-13T20:31:50.263,3004,CC BY-SA 3.0
2757,3144,0,2016-10-14T11:21:02.443,1848,CC BY-SA 3.0
2758,3140,0,2016-10-14T15:17:42.013,709,CC BY-SA 3.0
2759,3139,0,2016-10-14T15:25:24.397,709,CC BY-SA 3.0
2760,3144,0,2016-10-14T15:37:22.813,3299,CC BY-SA 3.0
2761,3140,0,2016-10-14T15:50:43.517,3004,CC BY-SA 3.0
2762,3142,0,2016-10-14T16:45:41.427,1589,CC BY-SA 3.0
2763,3144,0,2016-10-14T16:47:26.410,1589,CC BY-SA 3.0
2764,3107,1,2016-10-14T16:49:08.350,1589,CC BY-SA 3.0
2765,1856,0,2016-10-14T16:49:56.267,1589,CC BY-SA 3.0
2766,3061,0,2016-10-14T16:50:54.787,1589,CC BY-SA 3.0
2767,3130,0,2016-10-14T16:51:43.817,1589,CC BY-SA 3.0
2768,2230,0,2016-10-14T16:53:03.640,1589,CC BY-SA 3.0
2769,3020,2,2016-10-14T16:55:06.087,1589,CC BY-SA 3.0
2770,3107,0,2016-10-14T17:27:22.187,3004,CC BY-SA 3.0
2771,3107,0,2016-10-14T17:45:31.007,1589,CC BY-SA 3.0
2772,3144,0,2016-10-14T21:25:06.997,1848,CC BY-SA 3.0
2773,3144,0,2016-10-15T16:22:25.320,3299,CC BY-SA 3.0
2774,3144,0,2016-10-15T16:26:09.350,3299,CC BY-SA 3.0
2775,3143,1,2016-10-15T18:11:21.023,1118,CC BY-SA 3.0
2776,3144,0,2016-10-16T00:49:41.740,2908,CC BY-SA 3.0
2777,2230,0,2016-10-16T14:40:17.940,970,CC BY-SA 3.0
2778,3144,0,2016-10-16T16:54:58.477,3299,CC BY-SA 3.0
2779,3144,0,2016-10-16T16:57:01.617,3299,CC BY-SA 3.0
2780,3144,0,2016-10-16T22:55:34.993,2908,CC BY-SA 3.0
2781,2564,1,2016-10-17T08:22:12.297,1502,CC BY-SA 3.0
2782,3151,0,2016-10-17T16:19:48.490,2855,CC BY-SA 3.0
2783,3151,0,2016-10-17T16:21:07.847,2855,CC BY-SA 3.0
2784,3151,0,2016-10-17T16:25:42.990,2855,CC BY-SA 3.0
2785,3142,0,2016-10-18T11:54:20.080,25,CC BY-SA 3.0
2786,3144,0,2016-10-18T19:16:01.803,3299,CC BY-SA 3.0
2787,3153,0,2016-10-18T21:07:25.753,2855,CC BY-SA 3.0
2788,3142,0,2016-10-19T14:17:46.747,2836,CC BY-SA 3.0
2791,3162,0,2016-10-20T17:41:23.743,3299,CC BY-SA 3.0
2792,3162,0,2016-10-20T17:57:49.800,1397,CC BY-SA 3.0
2793,3163,0,2016-10-21T05:55:15.557,1848,CC BY-SA 3.0
2796,3168,0,2016-10-22T13:02:24.583,1118,CC BY-SA 3.0
2797,2070,1,2016-10-23T12:26:44.830,3347,CC BY-SA 3.0
2799,3179,0,2016-10-24T10:35:17.253,,CC BY-SA 3.0
2800,3179,0,2016-10-24T19:33:24.233,3362,CC BY-SA 3.0
2801,3162,0,2016-10-27T17:04:04.477,3299,CC BY-SA 3.0
2802,3162,0,2016-10-27T17:28:50.363,1848,CC BY-SA 3.0
2803,3162,0,2016-10-27T18:29:53.530,3299,CC BY-SA 3.0
2804,3162,0,2016-10-27T19:57:58.867,1848,CC BY-SA 3.0
2805,3172,0,2016-10-28T16:44:49.193,1848,CC BY-SA 3.0
2806,3162,0,2016-10-28T18:31:32.140,3299,CC BY-SA 3.0
2807,3181,0,2016-10-30T00:10:11.993,1848,CC BY-SA 3.0
2811,3183,0,2016-11-01T06:51:03.750,1118,CC BY-SA 3.0
2812,3162,0,2016-11-01T11:21:31.813,1397,CC BY-SA 3.0
2813,434,0,2016-10-26T17:03:41.420,,CC BY-SA 3.0
2814,3185,0,2016-11-01T15:21:29.463,2412,CC BY-SA 3.0
2815,3185,0,2016-11-01T16:16:31.777,1397,CC BY-SA 3.0
2816,3187,0,2016-11-02T20:30:23.630,1502,CC BY-SA 3.0
2817,3187,0,2016-11-02T22:50:07.520,2412,CC BY-SA 3.0
2819,3193,0,2016-11-04T15:30:19.517,1397,CC BY-SA 3.0
2820,3193,0,2016-11-04T16:02:19.370,1702,CC BY-SA 3.0
2821,3193,0,2016-11-04T16:11:19.730,1397,CC BY-SA 3.0
2822,3194,1,2016-11-04T16:52:10.840,1702,CC BY-SA 3.0
2823,3194,0,2016-11-04T17:35:04.720,1848,CC BY-SA 3.0
2824,2472,0,2016-11-05T16:41:46.073,1397,CC BY-SA 3.0
2825,3198,0,2016-11-05T17:24:44.887,262,CC BY-SA 3.0
2826,3205,3,2016-11-08T17:28:51.797,262,CC BY-SA 3.0
2827,3198,0,2016-11-08T17:54:49.057,739,CC BY-SA 3.0
2828,3204,0,2016-11-08T17:58:01.480,262,CC BY-SA 3.0
2829,3196,0,2016-11-09T13:01:47.463,1848,CC BY-SA 3.0
2831,3199,0,2016-11-09T16:49:09.470,1702,CC BY-SA 3.0
2832,3206,0,2016-11-10T15:02:45.363,1702,CC BY-SA 3.0
2833,3198,0,2016-11-11T16:05:11.700,2761,CC BY-SA 3.0
2834,3212,0,2016-11-12T22:27:58.810,1848,CC BY-SA 3.0
2836,3214,0,2016-11-13T15:52:27.830,1848,CC BY-SA 3.0
2839,2941,0,2016-11-15T17:31:50.667,443,CC BY-SA 3.0
2840,3208,0,2016-11-15T19:19:24.957,3470,CC BY-SA 3.0
2841,3208,0,2016-11-15T20:35:10.787,271,CC BY-SA 3.0
2842,2941,0,2016-11-16T09:26:54.277,1702,CC BY-SA 3.0
2843,3196,0,2016-11-16T09:41:45.833,1397,CC BY-SA 3.0
2844,2941,1,2016-11-16T11:45:52.213,1848,CC BY-SA 3.0
2846,3212,0,2016-11-17T10:57:51.173,277,CC BY-SA 3.0
2847,3212,0,2016-11-17T12:23:15.563,1848,CC BY-SA 3.0
2848,3223,0,2016-11-17T14:39:00.433,2572,CC BY-SA 3.0
2849,3223,0,2016-11-17T14:50:04.553,3454,CC BY-SA 3.0
2850,3223,0,2016-11-17T15:31:57.083,2572,CC BY-SA 3.0
2851,2941,0,2016-11-17T18:44:39.787,3004,CC BY-SA 3.0
2852,3223,1,2016-11-18T12:03:58.863,3454,CC BY-SA 3.0
2853,88,1,2016-11-18T15:30:20.360,1848,CC BY-SA 3.0
2854,3224,1,2016-11-19T12:37:03.800,1397,CC BY-SA 3.0
2858,3208,0,2016-11-22T20:53:51.357,3470,CC BY-SA 3.0
2859,159,0,2016-11-22T22:32:27.587,3004,CC BY-SA 3.0
2860,3224,0,2016-11-25T15:45:36.110,3454,CC BY-SA 3.0
2863,3208,0,2016-11-28T17:29:10.090,2349,CC BY-SA 3.0
2866,3222,1,2016-11-29T16:35:27.930,25,CC BY-SA 3.0
2867,85,2,2016-11-29T21:40:38.803,1397,CC BY-SA 3.0
2868,3244,0,2016-11-29T21:53:38.187,1397,CC BY-SA 3.0
2869,3245,1,2016-11-30T00:21:20.463,3523,CC BY-SA 3.0
2870,3245,0,2016-11-30T06:19:04.083,1848,CC BY-SA 3.0
2871,3245,2,2016-11-30T14:16:05.020,1397,CC BY-SA 3.0
2872,3238,0,2016-12-01T02:18:26.177,2855,CC BY-SA 3.0
2873,2536,1,2016-12-02T14:09:19.337,3538,CC BY-SA 3.0
2874,3238,0,2016-12-02T15:56:06.223,2828,CC BY-SA 3.0
2875,3238,0,2016-12-02T15:59:48.333,2828,CC BY-SA 3.0
2876,3238,0,2016-12-03T00:19:51.060,2855,CC BY-SA 3.0
2877,3254,1,2016-12-03T04:04:31.327,98,CC BY-SA 3.0
2878,3256,1,2016-12-05T15:39:34.953,1848,CC BY-SA 3.0
2879,3238,0,2016-12-05T15:54:38.030,2828,CC BY-SA 3.0
2880,3256,1,2016-12-05T16:28:10.263,1702,CC BY-SA 3.0
2881,3253,0,2016-12-07T12:43:15.870,1397,CC BY-SA 3.0
2882,3253,0,2016-12-07T13:30:39.577,2828,CC BY-SA 3.0
2883,3260,0,2016-12-07T16:02:51.940,3555,CC BY-SA 3.0
2884,3260,1,2016-12-07T16:40:02.230,1702,CC BY-SA 3.0
2886,3260,1,2016-12-07T16:57:48.757,1702,CC BY-SA 3.0
2887,3261,0,2016-12-08T11:53:15.477,2855,CC BY-SA 3.0
2888,2334,1,2016-12-08T15:45:16.143,1722,CC BY-SA 3.0
2889,2334,1,2016-12-09T02:30:58.970,2908,CC BY-SA 3.0
2890,3263,1,2016-12-09T13:00:20.500,262,CC BY-SA 3.0
2891,3263,1,2016-12-09T15:07:18.373,3569,CC BY-SA 3.0
2892,3222,1,2016-12-09T17:22:14.583,3467,CC BY-SA 3.0
2894,3267,1,2016-12-12T18:24:24.933,1397,CC BY-SA 3.0
2895,3267,2,2016-12-13T02:10:05.307,262,CC BY-SA 3.0
2896,3275,2,2016-12-16T06:10:09.647,1848,CC BY-SA 3.0
2897,3274,3,2016-12-16T10:13:43.910,1397,CC BY-SA 3.0
2898,118,1,2016-12-16T23:01:33.137,3607,CC BY-SA 3.0
2899,3239,0,2016-12-18T19:45:26.287,149,CC BY-SA 3.0
2900,3277,1,2016-12-18T21:31:03.193,1848,CC BY-SA 3.0
2902,3277,2,2016-12-19T17:14:11.193,443,CC BY-SA 3.0
2903,1532,0,2016-12-19T17:33:30.970,,CC BY-SA 3.0
2905,1532,0,2016-12-20T07:41:08.043,3614,CC BY-SA 3.0
2906,1532,0,2016-12-20T09:23:31.607,,CC BY-SA 3.0
2907,1532,0,2016-12-20T09:26:03.670,3614,CC BY-SA 3.0
2908,467,0,2016-04-16T17:43:10.820,,CC BY-SA 3.0
2911,3282,1,2016-12-26T14:42:00.967,262,CC BY-SA 3.0
2913,3284,0,2016-12-27T22:17:51.807,1848,CC BY-SA 3.0
2915,3282,0,2016-12-28T09:40:03.403,2015,CC BY-SA 3.0
2919,3261,0,2016-12-29T22:49:13.357,739,CC BY-SA 3.0
2923,3272,0,2016-12-30T16:02:01.200,262,CC BY-SA 3.0
2924,3288,0,2016-12-30T16:09:37.453,262,CC BY-SA 3.0
2925,3289,0,2016-12-30T16:13:54.600,262,CC BY-SA 3.0
2926,3291,0,2016-12-30T16:18:34.007,262,CC BY-SA 3.0
2927,3143,0,2016-12-31T00:23:48.283,959,CC BY-SA 3.0
2928,3284,0,2016-12-31T03:45:27.687,262,CC BY-SA 3.0
2929,3272,0,2016-12-31T05:11:05.633,3593,CC BY-SA 3.0
2931,3293,0,2016-12-31T20:14:11.593,262,CC BY-SA 3.0
2932,58,0,2017-01-04T03:32:52.423,2745,CC BY-SA 3.0
2933,2667,0,2017-01-04T15:28:13.993,1848,CC BY-SA 3.0
2935,3296,0,2017-01-05T20:53:05.237,825,CC BY-SA 3.0
2936,3289,0,2017-01-05T22:27:12.747,1848,CC BY-SA 3.0
2937,3296,0,2017-01-06T06:55:10.370,3670,CC BY-SA 3.0
2938,3296,1,2017-01-06T16:11:30.413,825,CC BY-SA 3.0
2939,3305,1,2017-01-06T20:27:14.580,3678,CC BY-SA 3.0
2940,3284,0,2017-01-08T09:28:44.933,1251,CC BY-SA 3.0
2942,3306,0,2017-01-08T21:26:54.347,1848,CC BY-SA 3.0
2944,3305,0,2017-01-09T09:24:14.313,1702,CC BY-SA 3.0
2947,3306,0,2017-01-09T16:23:58.433,262,CC BY-SA 3.0
2948,3305,0,2017-01-09T18:07:48.197,3678,CC BY-SA 3.0
2949,3309,0,2017-01-10T05:11:59.067,262,CC BY-SA 3.0
2950,3311,0,2017-01-10T05:30:36.553,262,CC BY-SA 3.0
2953,3301,0,2017-01-10T13:34:43.500,1702,CC BY-SA 3.0
2954,482,1,2017-01-10T13:39:19.607,3696,CC BY-SA 3.0
2955,3311,0,2017-01-10T13:47:01.793,3696,CC BY-SA 3.0
2962,3314,1,2017-01-10T20:56:06.303,1848,CC BY-SA 3.0
2963,3317,0,2017-01-11T12:47:52.197,1702,CC BY-SA 3.0
2964,3317,0,2017-01-11T19:37:28.010,825,CC BY-SA 3.0
2965,3317,0,2017-01-12T09:48:31.887,1702,CC BY-SA 3.0
2966,141,1,2017-01-12T19:05:39.483,3708,CC BY-SA 3.0
2967,3325,0,2017-01-15T18:14:45.997,3509,CC BY-SA 3.0
2968,3325,1,2017-01-15T18:20:16.843,2828,CC BY-SA 3.0
2969,3333,1,2017-01-17T13:50:37.627,2817,CC BY-SA 3.0
2970,3333,1,2017-01-17T13:56:19.077,1702,CC BY-SA 3.0
2971,3327,0,2017-01-17T14:01:54.233,2817,CC BY-SA 3.0
2972,3333,0,2017-01-17T14:02:20.657,3730,CC BY-SA 3.0
2973,3333,0,2017-01-18T09:45:14.883,1702,CC BY-SA 3.0
2974,3323,0,2017-01-19T00:38:14.290,443,CC BY-SA 3.0
2975,3323,0,2017-01-19T14:32:17.190,3509,CC BY-SA 3.0
2976,3333,0,2017-01-19T16:47:40.833,1502,CC BY-SA 3.0
2977,3342,1,2017-01-23T06:14:10.847,1848,CC BY-SA 3.0
2978,3344,2,2017-01-23T16:23:43.313,1702,CC BY-SA 3.0
2979,3323,0,2017-01-23T17:16:01.240,443,CC BY-SA 3.0
2980,3323,0,2017-01-23T17:20:42.020,443,CC BY-SA 3.0
2981,3347,2,2017-01-25T21:26:22.720,1917,CC BY-SA 3.0
2982,3347,0,2017-01-26T02:30:29.000,2751,CC BY-SA 3.0
2983,3347,0,2017-01-26T04:13:46.283,3771,CC BY-SA 3.0
2984,3346,0,2017-01-26T19:00:50.010,262,CC BY-SA 3.0
2985,3343,0,2017-01-26T19:08:26.890,262,CC BY-SA 3.0
2986,3345,0,2017-01-27T09:42:04.583,1702,CC BY-SA 3.0
2990,1578,1,2017-01-28T01:52:07.167,1776,CC BY-SA 3.0
2991,3353,0,2017-01-29T02:51:00.527,3784,CC BY-SA 3.0
2992,3353,2,2017-01-29T07:27:23.240,1848,CC BY-SA 3.0
2993,3354,6,2017-01-29T13:32:10.883,1118,CC BY-SA 3.0
2994,3358,0,2017-01-29T16:17:59.580,1118,CC BY-SA 3.0
2996,3358,0,2017-01-29T16:53:03.917,1397,CC BY-SA 3.0
2997,3360,1,2017-01-30T09:09:20.640,1397,CC BY-SA 3.0
2998,3367,0,2017-01-30T22:33:08.690,127,CC BY-SA 3.0
2999,3353,0,2017-01-31T23:39:54.737,443,CC BY-SA 3.0
3000,3369,0,2017-02-01T06:42:50.900,1118,CC BY-SA 3.0
3001,3369,0,2017-02-01T10:10:22.717,1848,CC BY-SA 3.0
3002,3353,0,2017-02-01T19:06:11.900,86,CC BY-SA 3.0
3003,3353,0,2017-02-01T23:24:36.987,2828,CC BY-SA 3.0
3004,3370,0,2017-02-02T01:03:45.850,277,CC BY-SA 3.0
3005,3370,0,2017-02-02T06:54:23.570,1118,CC BY-SA 3.0
3006,3367,0,2017-02-02T13:16:01.813,819,CC BY-SA 3.0
3007,3370,0,2017-02-02T17:33:24.103,1848,CC BY-SA 3.0
3008,3375,0,2017-02-03T19:39:19.467,3818,CC BY-SA 3.0
3010,3378,2,2017-02-05T09:03:17.650,1848,CC BY-SA 3.0
3011,3377,0,2017-02-06T08:58:53.927,1502,CC BY-SA 3.0
3012,3377,1,2017-02-06T09:04:28.073,1502,CC BY-SA 3.0
3013,3375,0,2017-02-06T09:22:33.217,1702,CC BY-SA 3.0
3014,3380,0,2017-02-06T14:53:39.950,3829,CC BY-SA 3.0
3015,1616,0,2017-02-06T22:23:39.970,1397,CC BY-SA 3.0
3017,1616,0,2017-02-07T14:28:56.403,443,CC BY-SA 3.0
3018,3394,0,2017-02-07T19:41:50.993,1848,CC BY-SA 3.0
3019,3389,0,2017-02-08T02:50:42.993,3830,CC BY-SA 3.0
3020,3393,0,2017-02-08T05:41:02.743,3833,CC BY-SA 3.0
3021,3393,0,2017-02-08T09:00:01.547,3819,CC BY-SA 3.0
3022,3396,0,2017-02-09T00:21:43.927,262,CC BY-SA 3.0
3023,3100,0,2017-02-10T03:25:14.373,2745,CC BY-SA 3.0
3024,3393,1,2017-02-10T05:42:16.940,2908,CC BY-SA 3.0
3025,3397,0,2017-02-10T07:51:20.170,3819,CC BY-SA 3.0
3026,3397,1,2017-02-10T10:33:09.667,1397,CC BY-SA 3.0
3027,3377,0,2017-02-10T15:00:38.090,3825,CC BY-SA 3.0
3028,3403,0,2017-02-11T04:27:58.650,,CC BY-SA 3.0
3030,3400,0,2017-02-11T12:01:08.960,1848,CC BY-SA 3.0
3031,3403,1,2017-02-11T15:04:26.097,1397,CC BY-SA 3.0
3032,3400,0,2017-02-11T18:11:57.507,2908,CC BY-SA 3.0
3034,3400,0,2017-02-11T21:53:52.070,3867,CC BY-SA 3.0
3035,3403,0,2017-02-12T13:23:40.400,1502,CC BY-SA 3.0
3036,3405,0,2017-02-12T23:16:09.163,3867,CC BY-SA 3.0
3037,3402,0,2017-02-12T23:19:46.837,3867,CC BY-SA 3.0
3038,3402,0,2017-02-13T00:28:09.543,2908,CC BY-SA 3.0
3039,3402,0,2017-02-13T00:36:33.463,2908,CC BY-SA 3.0
3040,3405,1,2017-02-13T01:19:51.070,2745,CC BY-SA 3.0
3041,3350,1,2017-02-13T01:26:35.277,2745,CC BY-SA 3.0
3042,3350,0,2017-02-13T02:12:25.297,1776,CC BY-SA 3.0
3043,3378,0,2017-02-13T14:55:55.943,141,CC BY-SA 3.0
3044,2509,2,2017-02-13T19:57:58.213,3501,CC BY-SA 3.0
3046,3382,0,2017-02-14T14:00:01.183,526,CC BY-SA 3.0
3048,3411,0,2017-02-15T07:18:04.370,1118,CC BY-SA 3.0
3049,3412,0,2017-02-15T09:45:28.283,1702,CC BY-SA 3.0
3050,90,0,2017-02-15T10:37:50.803,3888,CC BY-SA 3.0
