Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
5795,1902,2,2015-06-03T00:00:00.000,,
5796,1897,1,2015-06-03T00:00:00.000,,
5797,1524,2,2015-06-03T00:00:00.000,,
5798,1903,2,2015-06-04T00:00:00.000,,
5799,1885,11,2015-06-04T00:00:00.000,,
5800,1902,2,2015-06-04T00:00:00.000,,
5801,1904,2,2015-06-04T00:00:00.000,,
5802,1894,2,2015-06-04T00:00:00.000,,
5803,1903,2,2015-06-04T00:00:00.000,,
5804,1901,2,2015-06-04T00:00:00.000,,
5805,1899,2,2015-06-04T00:00:00.000,,
5806,1898,2,2015-06-04T00:00:00.000,,
5807,1904,2,2015-06-04T00:00:00.000,,
5808,1893,2,2015-06-04T00:00:00.000,,
5809,1896,2,2015-06-04T00:00:00.000,,
5810,1895,2,2015-06-04T00:00:00.000,,
5811,1899,2,2015-06-04T00:00:00.000,,
5812,1900,16,2015-06-04T00:00:00.000,,
5813,434,2,2015-06-04T00:00:00.000,,
5814,1904,2,2015-06-05T00:00:00.000,,
5815,1885,2,2015-06-05T00:00:00.000,,
5816,1869,2,2015-06-05T00:00:00.000,,
5817,1574,2,2015-06-05T00:00:00.000,,
5818,1901,2,2015-06-05T00:00:00.000,,
5819,1900,2,2015-06-05T00:00:00.000,,
5820,1894,2,2015-06-05T00:00:00.000,,
5821,1903,2,2015-06-05T00:00:00.000,,
5822,1898,2,2015-06-05T00:00:00.000,,
5823,1899,2,2015-06-05T00:00:00.000,,
5824,1885,2,2015-06-05T00:00:00.000,,
5825,1878,2,2015-06-05T00:00:00.000,,
5826,1875,2,2015-06-05T00:00:00.000,,
5827,1899,2,2015-06-05T00:00:00.000,,
5828,1889,2,2015-06-06T00:00:00.000,,
5829,1884,2,2015-06-06T00:00:00.000,,
5830,1898,2,2015-06-06T00:00:00.000,,
5831,1900,2,2015-06-07T00:00:00.000,,
5832,1894,2,2015-06-07T00:00:00.000,,
5833,1905,2,2015-06-07T00:00:00.000,,
5834,1865,2,2015-06-08T00:00:00.000,,
5835,1692,2,2015-06-08T00:00:00.000,,
5836,409,2,2015-06-08T00:00:00.000,,
5837,408,2,2015-06-08T00:00:00.000,,
5838,1697,2,2015-06-08T00:00:00.000,,
5839,1692,2,2015-06-08T00:00:00.000,,
5840,1901,2,2015-06-08T00:00:00.000,,
5841,1898,2,2015-06-08T00:00:00.000,,
5842,1899,2,2015-06-08T00:00:00.000,,
5843,1697,2,2015-06-08T00:00:00.000,,
5844,1692,2,2015-06-08T00:00:00.000,,
5845,1697,2,2015-06-08T00:00:00.000,,
5846,1906,2,2015-06-08T00:00:00.000,,
5847,1892,2,2015-06-08T00:00:00.000,,
5848,1905,2,2015-06-08T00:00:00.000,,
5849,1890,2,2015-06-08T00:00:00.000,,
5850,1900,2,2015-06-08T00:00:00.000,,
5851,1903,2,2015-06-08T00:00:00.000,,
5852,1893,2,2015-06-08T00:00:00.000,,
5853,1683,2,2015-06-08T00:00:00.000,,
5854,1864,2,2015-06-08T00:00:00.000,,
5855,1853,2,2015-06-08T00:00:00.000,,
5856,1907,2,2015-06-08T00:00:00.000,,
5857,1905,16,2015-06-09T00:00:00.000,,
5859,1911,2,2015-06-09T00:00:00.000,,
5860,1910,15,2015-06-10T00:00:00.000,,
5861,1539,2,2015-06-10T00:00:00.000,,
5862,1913,3,2015-06-10T00:00:00.000,,
5863,1914,2,2015-06-10T00:00:00.000,,
5864,1692,2,2015-06-10T00:00:00.000,,
5865,202,2,2015-06-10T00:00:00.000,,
5866,203,2,2015-06-10T00:00:00.000,,
5867,202,5,2015-06-10T00:00:00.000,225,
5868,1912,2,2015-06-10T00:00:00.000,,
5869,1910,15,2015-06-11T00:00:00.000,,
5870,1910,3,2015-06-11T00:00:00.000,,
5871,1913,15,2015-06-11T00:00:00.000,,
5872,1913,2,2015-06-11T00:00:00.000,,
5873,1914,2,2015-06-11T00:00:00.000,,
5874,1915,2,2015-06-11T00:00:00.000,,
5875,1915,2,2015-06-11T00:00:00.000,,
5876,1914,2,2015-06-11T00:00:00.000,,
5877,1503,2,2015-06-11T00:00:00.000,,
5878,334,2,2015-06-11T00:00:00.000,,
5879,1915,2,2015-06-11T00:00:00.000,,
5880,1697,2,2015-06-11T00:00:00.000,,
5881,1906,2,2015-06-11T00:00:00.000,,
5882,1697,1,2015-06-11T00:00:00.000,,
5883,1917,2,2015-06-11T00:00:00.000,,
5884,1835,2,2015-06-12T00:00:00.000,,
5885,1917,2,2015-06-12T00:00:00.000,,
5886,1920,2,2015-06-12T00:00:00.000,,
5887,1919,2,2015-06-12T00:00:00.000,,
5888,1917,2,2015-06-12T00:00:00.000,,
5889,1889,2,2015-06-12T00:00:00.000,,
5890,1917,2,2015-06-12T00:00:00.000,,
5891,41,2,2015-06-12T00:00:00.000,,
5892,1693,2,2015-06-13T00:00:00.000,,
5893,6,2,2015-06-13T00:00:00.000,,
5894,1923,2,2015-06-13T00:00:00.000,,
5895,1917,2,2015-06-13T00:00:00.000,,
5896,1923,2,2015-06-13T00:00:00.000,,
5897,1867,2,2015-06-14T00:00:00.000,,
5898,1924,3,2015-06-14T00:00:00.000,,
5900,1924,3,2015-06-14T00:00:00.000,,
5901,1831,2,2015-06-14T00:00:00.000,,
5902,1924,2,2015-06-15T00:00:00.000,,
5903,1924,2,2015-06-15T00:00:00.000,,
5904,1921,15,2015-06-15T00:00:00.000,,
5906,1913,15,2015-06-15T00:00:00.000,,
5907,1913,3,2015-06-15T00:00:00.000,,
5908,1914,2,2015-06-15T00:00:00.000,,
5909,1624,2,2015-06-15T00:00:00.000,,
5910,1623,2,2015-06-15T00:00:00.000,,
5911,1925,2,2015-06-15T00:00:00.000,,
5912,337,2,2015-06-15T00:00:00.000,,
5913,348,2,2015-06-15T00:00:00.000,,
5914,1683,2,2015-06-15T00:00:00.000,,
5915,1926,2,2015-06-15T00:00:00.000,,
5916,1927,2,2015-06-15T00:00:00.000,,
5917,1927,1,2015-06-15T00:00:00.000,,
5918,1927,2,2015-06-15T00:00:00.000,,
5919,1923,2,2015-06-15T00:00:00.000,,
5920,1685,2,2015-06-15T00:00:00.000,,
5921,1731,2,2015-06-15T00:00:00.000,,
5922,129,2,2015-06-15T00:00:00.000,,
5923,128,2,2015-06-15T00:00:00.000,,
5925,1731,1,2015-06-15T00:00:00.000,,
5926,1893,2,2015-06-15T00:00:00.000,,
5927,1920,1,2015-06-15T00:00:00.000,,
5928,431,2,2015-06-15T00:00:00.000,,
5929,16,2,2015-06-16T00:00:00.000,,
5930,33,2,2015-06-16T00:00:00.000,,
5931,1927,2,2015-06-16T00:00:00.000,,
5932,1923,2,2015-06-16T00:00:00.000,,
5933,1926,2,2015-06-16T00:00:00.000,,
5934,1918,2,2015-06-16T00:00:00.000,,
5935,1916,2,2015-06-16T00:00:00.000,,
5936,481,2,2015-06-16T00:00:00.000,,
5937,432,2,2015-06-16T00:00:00.000,,
5938,439,2,2015-06-16T00:00:00.000,,
5939,1928,3,2015-06-16T00:00:00.000,,
5940,1886,2,2015-06-16T00:00:00.000,,
5941,1923,2,2015-06-17T00:00:00.000,,
5942,1927,2,2015-06-17T00:00:00.000,,
5943,1926,2,2015-06-17T00:00:00.000,,
5944,337,2,2015-06-17T00:00:00.000,,
5945,348,2,2015-06-17T00:00:00.000,,
5946,338,2,2015-06-17T00:00:00.000,,
5947,1897,2,2015-06-17T00:00:00.000,,
5948,1922,2,2015-06-17T00:00:00.000,,
5949,1917,2,2015-06-17T00:00:00.000,,
5950,1923,2,2015-06-17T00:00:00.000,,
5951,1929,2,2015-06-17T00:00:00.000,,
5952,1921,3,2015-06-17T00:00:00.000,,
5953,1778,2,2015-06-17T00:00:00.000,,
5954,1779,2,2015-06-17T00:00:00.000,,
5955,1930,3,2015-06-17T00:00:00.000,,
5956,58,2,2015-06-18T00:00:00.000,,
5957,1930,15,2015-06-18T00:00:00.000,,
5959,1930,2,2015-06-18T00:00:00.000,,
5960,1932,2,2015-06-18T00:00:00.000,,
5961,1927,2,2015-06-18T00:00:00.000,,
5962,1933,2,2015-06-18T00:00:00.000,,
5963,1933,2,2015-06-18T00:00:00.000,,
5964,1933,2,2015-06-18T00:00:00.000,,
5965,1912,2,2015-06-18T00:00:00.000,,
5966,1916,1,2015-06-18T00:00:00.000,,
5967,1927,2,2015-06-19T00:00:00.000,,
5968,1737,2,2015-06-19T00:00:00.000,,
5969,1932,2,2015-06-19T00:00:00.000,,
5970,1532,2,2015-06-19T00:00:00.000,,
5971,1935,2,2015-06-19T00:00:00.000,,
5972,1935,2,2015-06-19T00:00:00.000,,
5973,1933,2,2015-06-19T00:00:00.000,,
5974,1935,2,2015-06-20T00:00:00.000,,
5975,1932,2,2015-06-21T00:00:00.000,,
5976,400,5,2015-06-21T00:00:00.000,830,
5977,1936,2,2015-06-21T00:00:00.000,,
5978,1937,2,2015-06-21T00:00:00.000,,
5979,454,2,2015-06-21T00:00:00.000,,
5980,451,2,2015-06-21T00:00:00.000,,
5981,1506,2,2015-06-21T00:00:00.000,,
5982,327,2,2015-06-21T00:00:00.000,,
5983,1936,2,2015-06-21T00:00:00.000,,
5984,314,2,2015-06-21T00:00:00.000,,
5985,1528,2,2015-06-21T00:00:00.000,,
5986,1937,2,2015-06-21T00:00:00.000,,
5987,1936,2,2015-06-21T00:00:00.000,,
5988,1938,2,2015-06-22T00:00:00.000,,
5989,1917,2,2015-06-22T00:00:00.000,,
5990,1942,10,2015-06-22T00:00:00.000,,
5991,1941,2,2015-06-22T00:00:00.000,,
5992,1539,2,2015-06-22T00:00:00.000,,
5993,1532,2,2015-06-22T00:00:00.000,,
5994,327,2,2015-06-22T00:00:00.000,,
5995,56,2,2015-06-22T00:00:00.000,,
5996,64,2,2015-06-22T00:00:00.000,,
5997,1937,2,2015-06-22T00:00:00.000,,
5998,1936,2,2015-06-22T00:00:00.000,,
5999,1941,3,2015-06-22T00:00:00.000,,
6000,1539,2,2015-06-22T00:00:00.000,,
6001,1548,2,2015-06-22T00:00:00.000,,
6002,1532,2,2015-06-22T00:00:00.000,,
6003,1940,2,2015-06-22T00:00:00.000,,
6004,1938,2,2015-06-22T00:00:00.000,,
6005,1939,2,2015-06-22T00:00:00.000,,
6006,1935,2,2015-06-22T00:00:00.000,,
6007,167,2,2015-06-22T00:00:00.000,,
6008,1841,2,2015-06-22T00:00:00.000,,
6009,1508,2,2015-06-22T00:00:00.000,,
6010,451,2,2015-06-22T00:00:00.000,,
6011,454,2,2015-06-22T00:00:00.000,,
6012,1539,2,2015-06-22T00:00:00.000,,
6013,1548,2,2015-06-22T00:00:00.000,,
6014,1933,2,2015-06-22T00:00:00.000,,
6015,1932,2,2015-06-22T00:00:00.000,,
6016,1938,2,2015-06-23T00:00:00.000,,
6017,1940,2,2015-06-23T00:00:00.000,,
6018,1939,2,2015-06-23T00:00:00.000,,
6019,1936,2,2015-06-23T00:00:00.000,,
6021,1943,3,2015-06-23T00:00:00.000,,
6022,1943,15,2015-06-23T00:00:00.000,,
6023,1946,2,2015-06-23T00:00:00.000,,
6024,1936,2,2015-06-23T00:00:00.000,,
6025,1937,2,2015-06-23T00:00:00.000,,
6026,1835,2,2015-06-23T00:00:00.000,,
6027,1945,3,2015-06-24T00:00:00.000,,
6028,1916,2,2015-06-24T00:00:00.000,,
6029,1939,2,2015-06-24T00:00:00.000,,
6030,1951,2,2015-06-24T00:00:00.000,,
6031,1948,1,2015-06-24T00:00:00.000,,
6032,1943,15,2015-06-24T00:00:00.000,,
6033,1947,15,2015-06-24T00:00:00.000,,
6034,1949,2,2015-06-24T00:00:00.000,,
6035,1945,2,2015-06-24T00:00:00.000,,
6036,1943,15,2015-06-24T00:00:00.000,,
6037,1943,3,2015-06-24T00:00:00.000,,
6038,337,2,2015-06-24T00:00:00.000,,
6039,1946,2,2015-06-24T00:00:00.000,,
6040,1953,1,2015-06-24T00:00:00.000,,
6041,1954,2,2015-06-24T00:00:00.000,,
6042,1926,2,2015-06-24T00:00:00.000,,
6043,1954,2,2015-06-24T00:00:00.000,,
6046,458,2,2015-06-25T00:00:00.000,,
6047,1952,15,2015-06-25T00:00:00.000,,
6048,1951,2,2015-06-25T00:00:00.000,,
6049,1955,2,2015-06-25T00:00:00.000,,
6050,1961,2,2015-06-25T00:00:00.000,,
6051,1961,2,2015-06-25T00:00:00.000,,
6052,1869,2,2015-06-25T00:00:00.000,,
6053,1955,2,2015-06-25T00:00:00.000,,
6054,1956,2,2015-06-25T00:00:00.000,,
6055,1956,2,2015-06-25T00:00:00.000,,
6056,1955,2,2015-06-25T00:00:00.000,,
6057,1955,2,2015-06-25T00:00:00.000,,
6058,1956,2,2015-06-25T00:00:00.000,,
6059,1951,2,2015-06-25T00:00:00.000,,
6060,93,2,2015-06-25T00:00:00.000,,
6061,1936,2,2015-06-25T00:00:00.000,,
6062,1962,2,2015-06-25T00:00:00.000,,
6063,383,5,2015-06-25T00:00:00.000,986,
6064,1963,2,2015-06-25T00:00:00.000,,
6065,1962,2,2015-06-25T00:00:00.000,,
6066,1952,15,2015-06-26T00:00:00.000,,
6067,460,3,2015-06-26T00:00:00.000,,
6068,1963,2,2015-06-26T00:00:00.000,,
6069,1962,2,2015-06-26T00:00:00.000,,
6070,1968,2,2015-06-26T00:00:00.000,,
6071,1915,2,2015-06-26T00:00:00.000,,
6072,1958,2,2015-06-26T00:00:00.000,,
6073,1969,2,2015-06-26T00:00:00.000,,
6074,1843,2,2015-06-26T00:00:00.000,,
6075,1844,2,2015-06-26T00:00:00.000,,
6076,1845,2,2015-06-26T00:00:00.000,,
6077,1964,2,2015-06-26T00:00:00.000,,
6078,1969,2,2015-06-26T00:00:00.000,,
6079,1969,2,2015-06-26T00:00:00.000,,
6080,1967,2,2015-06-26T00:00:00.000,,
6081,1970,2,2015-06-26T00:00:00.000,,
6082,1969,2,2015-06-26T00:00:00.000,,
6083,1964,2,2015-06-26T00:00:00.000,,
6084,1945,2,2015-06-26T00:00:00.000,,
6085,1972,1,2015-06-26T00:00:00.000,,
6086,1972,2,2015-06-26T00:00:00.000,,
6087,1959,2,2015-06-26T00:00:00.000,,
6088,1959,1,2015-06-26T00:00:00.000,,
6089,57,2,2015-06-26T00:00:00.000,,
6090,1864,2,2015-06-26T00:00:00.000,,
6091,1833,5,2015-06-26T00:00:00.000,959,
6092,1869,2,2015-06-26T00:00:00.000,,
6093,1959,2,2015-06-26T00:00:00.000,,
6094,1962,2,2015-06-27T00:00:00.000,,
6095,1936,2,2015-06-27T00:00:00.000,,
6096,1937,2,2015-06-27T00:00:00.000,,
6097,1972,2,2015-06-27T00:00:00.000,,
6098,1960,2,2015-06-27T00:00:00.000,,
6099,1960,1,2015-06-27T00:00:00.000,,
6100,1972,2,2015-06-27T00:00:00.000,,
6101,1977,2,2015-06-27T00:00:00.000,,
6102,1977,2,2015-06-27T00:00:00.000,,
6103,1977,5,2015-06-27T00:00:00.000,672,
6104,1976,15,2015-06-27T00:00:00.000,,
6105,1936,2,2015-06-28T00:00:00.000,,
6106,1937,2,2015-06-28T00:00:00.000,,
6108,1965,2,2015-06-28T00:00:00.000,,
6109,1945,2,2015-06-28T00:00:00.000,,
6110,1963,2,2015-06-28T00:00:00.000,,
6111,1966,2,2015-06-28T00:00:00.000,,
6112,1974,2,2015-06-28T00:00:00.000,,
6113,1963,2,2015-06-28T00:00:00.000,,
6114,1977,2,2015-06-28T00:00:00.000,,
6115,458,2,2015-06-28T00:00:00.000,,
6116,1960,2,2015-06-28T00:00:00.000,,
6117,460,2,2015-06-28T00:00:00.000,,
6118,461,2,2015-06-28T00:00:00.000,,
6119,1953,3,2015-06-28T00:00:00.000,,
6120,1944,2,2015-06-28T00:00:00.000,,
6121,1844,2,2015-06-28T00:00:00.000,,
6122,1977,2,2015-06-28T00:00:00.000,,
6123,1980,2,2015-06-29T00:00:00.000,,
6124,458,5,2015-06-29T00:00:00.000,825,
6125,1968,2,2015-06-29T00:00:00.000,,
6126,1952,15,2015-06-29T00:00:00.000,,
6128,1976,2,2015-06-29T00:00:00.000,,
6129,1977,2,2015-06-29T00:00:00.000,,
6130,139,2,2015-06-29T00:00:00.000,,
6131,141,2,2015-06-29T00:00:00.000,,
6132,1981,2,2015-06-29T00:00:00.000,,
6133,1603,2,2015-06-29T00:00:00.000,,
6134,1963,2,2015-06-29T00:00:00.000,,
6135,1978,2,2015-06-29T00:00:00.000,,
6136,1937,2,2015-06-29T00:00:00.000,,
6137,1978,2,2015-06-29T00:00:00.000,,
6139,1981,2,2015-06-29T00:00:00.000,,
6140,1980,3,2015-06-29T00:00:00.000,,
6141,1982,3,2015-06-30T00:00:00.000,,
6142,1969,2,2015-06-30T00:00:00.000,,
6143,1970,2,2015-06-30T00:00:00.000,,
6144,1963,2,2015-06-30T00:00:00.000,,
6145,1986,2,2015-06-30T00:00:00.000,,
6146,1982,2,2015-06-30T00:00:00.000,,
6147,1987,2,2015-06-30T00:00:00.000,,
6148,1987,1,2015-06-30T00:00:00.000,,
6149,1982,2,2015-06-30T00:00:00.000,,
6150,1987,2,2015-06-30T00:00:00.000,,
6151,23,2,2015-06-30T00:00:00.000,,
6153,1982,2,2015-06-30T00:00:00.000,,
6154,1982,2,2015-06-30T00:00:00.000,,
6155,1989,2,2015-07-01T00:00:00.000,,
6156,1951,2,2015-07-01T00:00:00.000,,
6157,1981,2,2015-07-01T00:00:00.000,,
6158,1987,2,2015-07-02T00:00:00.000,,
6159,1979,2,2015-07-02T00:00:00.000,,
6160,1986,2,2015-07-02T00:00:00.000,,
6161,1987,2,2015-07-02T00:00:00.000,,
6162,1987,2,2015-07-02T00:00:00.000,,
6163,1980,2,2015-07-02T00:00:00.000,,
6164,1936,2,2015-07-02T00:00:00.000,,
6165,1987,2,2015-07-02T00:00:00.000,,
6166,1986,2,2015-07-02T00:00:00.000,,
6167,1990,10,2015-07-04T00:00:00.000,,
6168,1991,2,2015-07-04T00:00:00.000,,
6169,1959,16,2015-07-04T00:00:00.000,,
6170,80,2,2015-07-04T00:00:00.000,,
6171,53,2,2015-07-04T00:00:00.000,,
6172,1991,2,2015-07-05T00:00:00.000,,
6173,1982,2,2015-07-05T00:00:00.000,,
6174,1986,2,2015-07-05T00:00:00.000,,
6175,51,2,2015-07-05T00:00:00.000,,
6177,1989,2,2015-07-06T00:00:00.000,,
6178,1977,2,2015-07-06T00:00:00.000,,
6179,1977,5,2015-07-06T00:00:00.000,1006,
6180,1962,2,2015-07-06T00:00:00.000,,
6181,1967,2,2015-07-07T00:00:00.000,,
6182,1955,2,2015-07-07T00:00:00.000,,
6185,1995,2,2015-07-08T00:00:00.000,,
6186,1937,2,2015-07-08T00:00:00.000,,
6187,1936,2,2015-07-08T00:00:00.000,,
6188,340,2,2015-07-08T00:00:00.000,,
6189,1872,2,2015-07-08T00:00:00.000,,
6190,1873,2,2015-07-08T00:00:00.000,,
6191,1986,2,2015-07-08T00:00:00.000,,
6192,1996,2,2015-07-08T00:00:00.000,,
6193,1996,2,2015-07-08T00:00:00.000,,
6194,1873,2,2015-07-08T00:00:00.000,,
6195,1987,2,2015-07-09T00:00:00.000,,
6196,1998,2,2015-07-09T00:00:00.000,,
6197,1998,2,2015-07-09T00:00:00.000,,
6198,1996,2,2015-07-09T00:00:00.000,,
6199,1997,2,2015-07-09T00:00:00.000,,
6200,1982,2,2015-07-09T00:00:00.000,,
6201,1532,2,2015-07-09T00:00:00.000,,
6202,1994,15,2015-07-09T00:00:00.000,,
6203,1998,2,2015-07-09T00:00:00.000,,
6204,1997,2,2015-07-10T00:00:00.000,,
6205,2001,1,2015-07-10T00:00:00.000,,
6206,141,2,2015-07-10T00:00:00.000,,
6207,148,2,2015-07-10T00:00:00.000,,
6208,139,2,2015-07-10T00:00:00.000,,
6209,485,2,2015-07-10T00:00:00.000,,
6210,486,2,2015-07-10T00:00:00.000,,
6211,2002,2,2015-07-10T00:00:00.000,,
6212,2003,2,2015-07-10T00:00:00.000,,
6213,1900,3,2015-07-10T00:00:00.000,,
6214,2003,2,2015-07-10T00:00:00.000,,
6215,1998,5,2015-07-10T00:00:00.000,1006,
6216,2001,2,2015-07-10T00:00:00.000,,
6217,1964,2,2015-07-11T00:00:00.000,,
6218,1963,2,2015-07-12T00:00:00.000,,
6219,1997,2,2015-07-12T00:00:00.000,,
6220,1996,2,2015-07-12T00:00:00.000,,
6221,1945,2,2015-07-12T00:00:00.000,,
6223,2001,2,2015-07-12T00:00:00.000,,
6229,1551,2,2015-07-13T00:00:00.000,,
6230,1870,2,2015-07-13T00:00:00.000,,
6231,1532,15,2015-07-13T00:00:00.000,,
6232,2004,2,2015-07-13T00:00:00.000,,
6233,2007,2,2015-07-13T00:00:00.000,,
6234,2007,2,2015-07-14T00:00:00.000,,
6235,2001,2,2015-07-14T00:00:00.000,,
6236,2007,2,2015-07-14T00:00:00.000,,
6237,1884,2,2015-07-15T00:00:00.000,,
6238,1889,2,2015-07-15T00:00:00.000,,
6239,38,2,2015-07-15T00:00:00.000,,
6240,1912,2,2015-07-15T00:00:00.000,,
6241,2007,2,2015-07-15T00:00:00.000,,
6242,2009,2,2015-07-15T00:00:00.000,,
6243,2008,2,2015-07-15T00:00:00.000,,
6244,1982,2,2015-07-16T00:00:00.000,,
6245,1594,2,2015-07-16T00:00:00.000,,
6246,486,2,2015-07-16T00:00:00.000,,
6247,485,2,2015-07-16T00:00:00.000,,
6248,2008,2,2015-07-16T00:00:00.000,,
6249,1991,2,2015-07-16T00:00:00.000,,
6250,2011,3,2015-07-16T00:00:00.000,,
6251,62,2,2015-07-16T00:00:00.000,,
6252,1894,2,2015-07-17T00:00:00.000,,
6253,41,2,2015-07-17T00:00:00.000,,
6254,2011,15,2015-07-17T00:00:00.000,,
6255,2011,3,2015-07-17T00:00:00.000,,
6256,2010,2,2015-07-17T00:00:00.000,,
6257,1951,2,2015-07-17T00:00:00.000,,
6258,1876,5,2015-07-17T00:00:00.000,1062,
6259,41,2,2015-07-17T00:00:00.000,,
6260,1840,1,2015-07-17T00:00:00.000,,
6261,2012,2,2015-07-17T00:00:00.000,,
6262,2013,2,2015-07-17T00:00:00.000,,
6263,2013,2,2015-07-17T00:00:00.000,,
6264,2013,2,2015-07-18T00:00:00.000,,
6265,2013,2,2015-07-18T00:00:00.000,,
6266,2014,2,2015-07-18T00:00:00.000,,
6267,2016,2,2015-07-18T00:00:00.000,,
6268,2014,2,2015-07-18T00:00:00.000,,
6269,1969,2,2015-07-18T00:00:00.000,,
6270,2016,2,2015-07-18T00:00:00.000,,
6271,2016,5,2015-07-18T00:00:00.000,1006,
6272,1943,2,2015-07-19T00:00:00.000,,
6273,485,2,2015-07-19T00:00:00.000,,
6274,486,2,2015-07-19T00:00:00.000,,
6275,2016,2,2015-07-19T00:00:00.000,,
6276,2016,2,2015-07-19T00:00:00.000,,
6277,2017,2,2015-07-20T00:00:00.000,,
6278,2017,2,2015-07-20T00:00:00.000,,
6279,1953,2,2015-07-20T00:00:00.000,,
6280,2014,2,2015-07-20T00:00:00.000,,
6281,2014,1,2015-07-20T00:00:00.000,,
6282,2017,2,2015-07-20T00:00:00.000,,
6283,2013,2,2015-07-20T00:00:00.000,,
6284,2014,2,2015-07-20T00:00:00.000,,
6285,1926,2,2015-07-20T00:00:00.000,,
6286,1934,2,2015-07-20T00:00:00.000,,
6287,1934,1,2015-07-20T00:00:00.000,,
6288,1982,15,2015-07-20T00:00:00.000,,
6289,2016,2,2015-07-20T00:00:00.000,,
6290,2018,10,2015-07-20T00:00:00.000,,
6291,2020,2,2015-07-21T00:00:00.000,,
6292,2019,2,2015-07-21T00:00:00.000,,
6293,41,2,2015-07-21T00:00:00.000,,
6294,2016,2,2015-07-21T00:00:00.000,,
6295,2014,2,2015-07-21T00:00:00.000,,
6296,1937,2,2015-07-21T00:00:00.000,,
6297,152,2,2015-07-21T00:00:00.000,,
6298,125,2,2015-07-21T00:00:00.000,,
6299,125,5,2015-07-21T00:00:00.000,1079,
6300,2015,2,2015-07-21T00:00:00.000,,
6301,1996,2,2015-07-21T00:00:00.000,,
6302,2012,2,2015-07-21T00:00:00.000,,
6303,2014,2,2015-07-21T00:00:00.000,,
6304,2013,2,2015-07-21T00:00:00.000,,
6305,2024,2,2015-07-21T00:00:00.000,,
6306,2027,2,2015-07-21T00:00:00.000,,
6307,2026,2,2015-07-21T00:00:00.000,,
6308,2027,1,2015-07-21T00:00:00.000,,
6309,2025,2,2015-07-21T00:00:00.000,,
6310,2016,2,2015-07-22T00:00:00.000,,
6311,485,2,2015-07-22T00:00:00.000,,
6312,2015,2,2015-07-22T00:00:00.000,,
6313,2012,2,2015-07-22T00:00:00.000,,
6314,2022,2,2015-07-22T00:00:00.000,,
6315,1996,2,2015-07-22T00:00:00.000,,
6316,1997,2,2015-07-22T00:00:00.000,,
6317,2016,2,2015-07-22T00:00:00.000,,
6318,2029,1,2015-07-22T00:00:00.000,,
6319,2026,2,2015-07-22T00:00:00.000,,
6320,2024,2,2015-07-22T00:00:00.000,,
6321,2028,2,2015-07-22T00:00:00.000,,
6322,2028,1,2015-07-22T00:00:00.000,,
6323,2012,2,2015-07-22T00:00:00.000,,
6324,2027,2,2015-07-22T00:00:00.000,,
6325,2029,2,2015-07-22T00:00:00.000,,
6326,1790,2,2015-07-23T00:00:00.000,,
6327,2023,2,2015-07-23T00:00:00.000,,
6328,2015,2,2015-07-23T00:00:00.000,,
6329,2019,2,2015-07-23T00:00:00.000,,
6330,2019,2,2015-07-23T00:00:00.000,,
6331,2030,2,2015-07-23T00:00:00.000,,
6332,2030,2,2015-07-23T00:00:00.000,,
6333,1747,5,2015-07-23T00:00:00.000,1088,
6334,2019,2,2015-07-23T00:00:00.000,,
6335,2030,2,2015-07-23T00:00:00.000,,
6336,4,2,2015-07-23T00:00:00.000,,
6337,2026,1,2015-07-23T00:00:00.000,,
6338,2019,2,2015-07-23T00:00:00.000,,
6339,2030,2,2015-07-23T00:00:00.000,,
6343,1993,2,2015-07-23T00:00:00.000,,
6344,337,2,2015-07-24T00:00:00.000,,
6345,2030,1,2015-07-24T00:00:00.000,,
6346,1844,2,2015-07-24T00:00:00.000,,
6347,2030,2,2015-07-24T00:00:00.000,,
6348,2032,2,2015-07-24T00:00:00.000,,
6349,2033,2,2015-07-24T00:00:00.000,,
6350,2032,2,2015-07-24T00:00:00.000,,
6351,2009,2,2015-07-24T00:00:00.000,,
6352,2033,2,2015-07-24T00:00:00.000,,
6353,2030,2,2015-07-24T00:00:00.000,,
6354,2034,2,2015-07-24T00:00:00.000,,
6355,2034,2,2015-07-24T00:00:00.000,,
6356,2032,2,2015-07-25T00:00:00.000,,
6357,2033,2,2015-07-25T00:00:00.000,,
6358,2037,2,2015-07-25T00:00:00.000,,
6359,2037,2,2015-07-25T00:00:00.000,,
6360,2036,2,2015-07-25T00:00:00.000,,
6361,1532,2,2015-07-25T00:00:00.000,,
6362,2038,2,2015-07-25T00:00:00.000,,
6363,2035,2,2015-07-25T00:00:00.000,,
6364,2040,2,2015-07-26T00:00:00.000,,
6365,2038,2,2015-07-26T00:00:00.000,,
6366,1971,2,2015-07-26T00:00:00.000,,
6367,1970,2,2015-07-26T00:00:00.000,,
6368,2040,2,2015-07-26T00:00:00.000,,
6369,2039,2,2015-07-26T00:00:00.000,,
6370,2038,2,2015-07-26T00:00:00.000,,
6371,2040,2,2015-07-27T00:00:00.000,,
6372,2036,2,2015-07-27T00:00:00.000,,
6373,2037,2,2015-07-27T00:00:00.000,,
6374,2032,2,2015-07-27T00:00:00.000,,
6375,2038,2,2015-07-27T00:00:00.000,,
6376,2040,2,2015-07-27T00:00:00.000,,
6377,79,2,2015-07-27T00:00:00.000,,
6378,221,2,2015-07-28T00:00:00.000,,
